;form;lemmi_relation;lemmi_definitivo
42194;ἀπετάκη;['ἀπό-τήκω'];['ἀποτήκω']
42209;ἐπικίρναται;['ἐπί-κιρνάω'];['ἐπικιρνάω']
42223;πατρώιόν;['πατρώιος'];['πατρῷος']
42242;προλέγουσαι;['προλέγω2'];['προλέγω']
42252;προμαντηίην;['προμαντεία'];['προμαντηία']
42256;δωρησάμενος;['δωρέομαι'];['δωρέω']
42278;Δώρου;['δῶρον'];['Δῶρος']
42291;κεχρημένον;['χράω2'];['χράω']
42292;οἰκός;['εἰκός'];['ἔοικα']
42300;Κρηστῶνα;['Κρηστῶνος'];['Κρήστων']
42305;Σκυλάκην;['σκυλάκη'];['Σκυλάκη']
42310;μεταβολῇ;['μεταβολή', 'μεταβολεύς'];['μεταβολή']
42330;προσδόκα;['προσδοκάω'];['προσδοκέω']
42334;θύσαντος;['θύω1'];['θύω']
42342;θεησάμενος;['θεάομαι', 'θεάω'];['θεάομαι']
42344;ἀπείπασθαι;['ἀπεῖπον'];['ἀπολέγω']
42349;Μεγακλέος;['Μεγακλῆς'];['Μεγακλέης']
42358;ἐδέετό;['δέω1'];['δέω']
42366;συνεπαναστάντες;['συνεπανίστημι'];['συνεπανίσταμαι']
42387;Καππαδόκαι;['Καππαδόκαι', 'Καππαδόκης'];['Καππαδόκαι']
42396;Μεγακλέα;['Μεγακλῆς', 'μεγακλεής'];['Μεγακλέης']
42398;Καππαδόκας;['Καππαδόκαι', 'Καππαδόκης'];['Καππαδόκαι']
42412;περιεῖπε;['περί-εἶπον'];['περιλέγω']
42419;Ἀλκμεωνιδέων;['Ἀλκμαιωνίδαι', 'Ἀλκμεωνίδης'];['Ἀλκμεωνίδης']
42432;παρεόντες;['πάρειμι1'];['πάρειμι']
42465;ἀπορέοντος;['ἀπορρέω'];['ἀπορέω']
42485;κῶς;['πῶς'];['πως']
42499;ἀπιστάναι;['ἀφεστήξω'];['ἀφίστημι']
42502;καρτερῆς;['κρατερός'];['καρτερός']
42507;Βαβυλωνίους;['Βαβυλώνιοι', 'Βαβυλώνιος'];['Βαβυλώνιος']
42514;προερέοντας;['προερέω'];['προλέγω']
42551;ἁλισθῆναι;['ἁλίζω1'];['ἁλίζω']
42552;Λυδίην;['Λυδία', 'Λυδίας'];['Λυδία']
42558;Λυδίου;['Λυδίας'];['Λύδιος']
42598;χρησθὲν;['χράω2'];['χράω']
42607;ἁλισθεῖεν;['ἁλίζω1'];['ἁλίζω']
42617;συνόδοισι;['σύνοδος2'];['σύνοδος']
42637;ξείνοισι;['ξένος1'];['ξένος']
42640;ἐνδεξαμένου;['ἐνδείκνυμι'];['ἐνδέχομαι']
42648;ἀπηλλαγμένον;['ἀπαλλαξείω'];['ἀπαλλάσσω']
42649;λεγομένοισι;['λέγω3'];['λέγω']
42653;μαντεύσομαι;['μαντεύομαι', 'μαντεύω'];['μαντεύομαι']
42660;ἐπετρόπευσε;['ἐπί-τροπεύω'];['ἐπιτροπεύω']
42671;ἀπέχρα;['ἀπό-χράω1'];['ἀποχράω']
42675;Φύη;['Θύη'];['Φύη']
42676;ἀπολείπουσα;['ἀπολιμπάνω'];['ἀπολείπω']
42697;ἐδεδέατο;['δέω1'];['δέω']
42700;Ἀλέης;['ἀλέα'];['Ἀλέα']
42701;κρεμάμεναι;['κρεμάω'];['κρεμάννυμι']
42729;δύω;['δύω'];['δύο']
42736;κατέχει;['κατέχω', 'καταχέω'];['κατέχω']
42737;φυσίζοος;['φυσίζους'];['φυσίζοος']
42738;αἶα;['γαῖα'];['αἶα']
42761;ἀποθωμάζοντα;['ἀποθωμάζω'];['ἀποθαυμάζω']
42791;ἀνέγνωσε;['ἀνά-γνοέω', 'ἀναγιγνώσκω'];['ἀναγιγνώσκω']
42795;Ἀηθναίη;['Ἀηθναίη'];['Ἀθηναίη']
42802;χρήσαντος;['χράω2'];['χράω']
42816;ζῳδίων;['ζωίδιον', 'ζῴδιον'];['ζῴδιον']
42822;λεγομένας;['λέγω3'];['λέγω']
42823;Σαμίην;['Σάμος'];['Σάμιος']
42840;ἀναξυρίδας;['ἀναξυρίδες'];['ἀναξυρίς']
42842;Σαρδιηνοῦ;['Σάρδεις'];['Σαρδιανός']
42845;συρρηγνῦσι;['συρράσσω'];['συρρήγνυμι']
42858;προϊέναι;['προέρχομαι', 'προίημι', 'πρόειμι1'];['προίημι']
42866;οὐδὸν;['οὐδός1'];['οὐδός']
42870;ἐπαείρας;['ἐπί-ἀείρω'];['ἐπαίρω']
42915;περιεόντα;['περίειμι1'];['περίειμι']
42926;Καείρης;['Κάρ'];['Κάειρα']
42932;συνεπεπτώκεε;['συμπίτνω'];['συνεπιπίπτω']
42936;Λυδίη;['Λυδίας'];['Λυδία']
42946;οὖροι;['οὐρός'];['οὖρος']
42993;προστάσσειν;['προσστάζω', 'προστάσσω'];['προστάσσω']
42994;ἀπαλλασσομένῃ;['ἀπαλλαξείω'];['ἀπαλλάσσω']
42995;Τυρσηνόν;['Τυρηηνός'];['Τυρσηνός']
43002;Μαλέων;['Μάλεος'];['Μαλαώ']
43005;Τυρσηνούς;['Τυρηηνός'];['Τυρσηνός']
43028;πολιητέων;['πολίτης'];['πολιήτης']
43054;ἀπαλλάσσεσθαι;['ἀπαλλαξείω'];['ἀπαλλάσσω']
43056;παρεόντων;['πάρειμι1'];['πάρειμι']
43113;σκυλεύσας;['σκυλάω', 'σκυλεύω'];['σκυλεύω']
43150;κοτέ;['ποτέ'];['ποτε']
43192;ἀνόλβῳ;['ἄνολβος'];['ἀνόλβιος']
43196;παρεούσης;['πάρειμι1'];['πάρειμι']
43208;συννήσας;['συννέω2'];['συννέω']
43213;πυρήν;['πυρή', 'πυρήν'];['πυρήν']
43217;πυρῆς;['πυρή'];['πυρά']
43221;συνήισαν;['σύνειμι2'];['σύνειμι']
43256;παρεόντος;['πάρειμι1'];['πάρειμι']
43271;ἀποθορόντες;['ἀπό-θρῴσκω'];['ἀποθρῴσκω']
43305;περιίδῃς;['περί-εἶδον'];['περιοράω']
43320;ἀπεχθήσεαι;['ἀπό-ἐχθέω'];['ἀπεχθάνομαι']
43332;ἐπηγορέων;['ἐπί-ἠγορέω'];['ἐπηγορέω']
43336;ἐπαερθεὶς;['ἐπί-ἀείρω'];['ἐπαίρω']
43345;συρραγέντων;['συναράσσω'];['συρρήγνυμι']
43384;πλεῖστόν;['πλεῖστος', 'πολύς'];['πολύς']
43398;προσκρινέτω;['πρόσ-κρίνω'];['προσκρίνω']
43415;Πάρθους;['Πάρθοι', 'Πάρθος'];['Πάρθοι']
43416;Ἀράβων;['Ἄραβες'];['Ἄραψ']
43417;πορρωτάτω;['προσωτέρω'];['πρόσω']
43441;προφῆται;['προφάω'];['προφήτης']
43448;Ἀσαμωναίου;['Ἀσαμωναίος'];['Ἀσαμωναῖος']
43462;Κυιντιλίου;['Κυιντιλίος'];['Κυιντίλιος']
43472;Οὐεσπασιανὸν;['Οὐεσπασιάνος'];['Οὐεσπασιανός']
43488;Οὐεσπασιανὸς;['Οὐεσπασιάνος'];['Οὐεσπασιανός']
43519;κειμηλίων;['κειμήλιον', 'κειμήλιος'];['κειμήλιος']
43540;ἀρχιερέων;['ἀρχιέρεως'];['ἀρχιερεύς']
43562;Ἀντιόχῳ;['Ἀντίοχος', 'Ἀντιόχος'];['Ἀντίοχος']
43568;ἐπιθύειν;['ἐπιθύω1'];['ἐπιθύω']
43577;αἰκιζόμενος;['αἰκίζομαι'];['αἰκίζω']
43597;μικροὺς;['μικρός', 'σμικρός'];['μικρός']
43621;προϊδὼν;['προεῖδον'];['προοράω']
43630;ἐπικατέσεισεν;['ἐπί-κατασείω'];['ἐπικατασείω']
43642;κλῃδὼν;['κλῃδὼν'];['κλῃδών']
43666;δήσας;['δέω1'];['δέω']
43683;ἐπολοφύρεσθαι;['ἐπί-ὀλοφύρομαι'];['ἐπολοφύρομαι']
43684;ἐξεδυσώπησεν;['ἐκ-δυσωπέω'];['ἐκδυσωπέω']
43691;γηραλέος;['γηραιός'];['γηραλέος']
43699;ἐγκαθείρξας;['ἐν-κατείργω'];['ἐγκαθείργω']
43712;Δαγὼν;['Δαγὼν'];['Δαγών']
43727;κατηντιβόλει;['κατά-ἀντιβολέω'];['καταντιβολέω']
43749;στρατεύσας;['στρατάω%2', 'στρατεύω'];['στρατεύω']
43763;λέγοιμεν;['λέγω3'];['λέγω']
43772;Χουθαίων;['Χουθαίος'];['Χουθαῖοι']
43776;Ἀδωρεὸν;['Ἀδωρεὸν'];['Ἀδωρεός']
43789;Σκυθοπόλεως;['Σκυθοπόλις'];['Σκυθόπολις']
43801;Καρμήλου;['Καρμήλον'];['Κάρμηλος']
43820;Φασάηλον;['Φασάηλον', 'Φασάηλος'];['Φασάηλος']
43826;Πάρθοι;['Πάρθοι', 'Πάρθος'];['Πάρθοι']
43828;βασίλειον;['βασίλειον', 'βασίλειος'];['βασίλειον']
43835;προανεσκεύαστο;['πρό-ἀνασκευάζω'];['προανασκευάζω']
43837;ἐμπλῆσαι;['ἐμπίπλημι'];['ἐμπίμπλημι']
43839;Μαρισαίων;['Μαρισαίος'];['Μαρισαῖοι']
43841;αἰκίσασθαι;['αἰκίζομαι'];['αἰκίζω']
43845;Φασαήλου;['Φασάηλος', 'Φασαήλος'];['Φασάηλος']
43849;εἴργετο;['ἔργω1'];['ἔργω']
43859;σώζεται;['σώζω'];['σῴζω']
43869;ἄπειμι;['ἄπειμι1'];['ἄπειμι']
43879;Ἄραψ;['Ἄραψ'];['Ἄραψ']
43936;τετρυχωμένην;['τρυχόομαι'];['τρυχόω']
43944;καθιστᾶν;['καθιστάω'];['καθίστημι']
43950;ἀνανεούμενον;['ἀνανεόομαι'];['ἀνανεόω']
43963;θύσοντές;['θύω1'];['θύω']
43964;ἀναθήσοντες;['ἀναθέω'];['ἀνατίθημι']
43985;Κἀν;['ἄν', 'ἐν'];['καί ἐν']
43987;ἀνείργειν;['ἀνείργω'];['ἀνέργω']
43990;ἀργυριούμενος;['ἀργυρίζομαι'];['ἀργυρίζω']
44012;προϊόντι;['πρόειμι1', 'πρόειμι2'];['πρόειμι']
44021;καταλείποιτο;['καταλιμπάνω'];['καταλείπω']
44036;προϊόντα;['πρόειμι1'];['πρόειμι']
44042;φαρμακείας;['φαρμάκεια', 'φαρμακεία'];['φαρμάκεια']
44051;ἀπεπειρῶντο;['ἀποπειράομαι'];['ἀπεπειράομαι']
44054;παρείη;['πάρειμι1'];['πάρειμι']
44064;προανεσκευασμένων;['πρό-ἀνασκευάζω'];['προανασκευάζω']
44085;καταλελειμμένην;['καταλιμπάνω'];['καταλείπω']
44086;ἄκρα;['ἄκρα', 'ἄκρον'];['ἄκρον']
44095;μετιέναι;['μέτειμι2', 'μεθίημι'];['μέτειμι']
44123;συνῇσαν;['σύνειμι2'];['σύνειμι']
44146;σώζει;['σώζω'];['σῴζω']
44153;Δαμασκόν;['Δαμασκόν', 'Δαμασκός'];['Δαμασκός']
44163;ἀπεμειλίξατο;['ἀπό-μειλίσσω'];['ἀπομειλίσσω']
44177;ἀντιπαραταξάμενος;['ἀντιπαρατάσσομαι'];['ἀντιπαρατάσσω']
44187;Φιλίππους;['Φίλιππος'];['Φίλιπποι']
44192;Ἀντιόχειαν;['Ἀντιοχεία', 'Ἀντιόχεια'];['Ἀντιόχεια']
44219;Ἀμμαοῦν;['Ἀμμάους'];['Ἀμμαόος']
44229;Βαζαφράνου;['Βαζαφέρνης'];['Βαζαφράνης']
44234;Μενναίου;['Μενναίος'];['Μενναῖος']
44237;Βαζαφράνην;['Βαζαφέρνης'];['Βαζαφράνης']
44241;Πτολεμαιῶν;['Πτολεμαίος'];['Πτολεμαῖος']
44242;Σιδωνίων;['Σιδών'];['Σιδώνιος']
44243;οἰνοχόῳ;['οἰνόχοος'];['οἰνοχόος']
44245;κατασκεψόμενόν;['κατά-σκέπτομαι'];['κατασκέπτομαι']
44256;συρρήγνυται;['συρράσσω'];['συρρήγνυμι']
44286;ἔξεισιν;['ἔξειμι2'];['ἔξειμι']
44292;πανούργῳ;['πάνουργος', 'πανοῦργος'];['πάνουργος']
44301;καθοσιώσειεν;['καθοσιόομαι'];['καθοσιόω']
44315;Σαραμάλλα;['Σαραμάλλα'];['Σαραμάλλας']
44321;καταλειφθέντων;['καταλιμπάνω'];['καταλείπω']
44326;ἐμπεπτωκέναι;['ἐμπίτνω'];['ἐμπίπτω']
44359;ἀνεδείματο;['ἀνά-δέμω'];['ἀναδέμω']
44365;ἀποφορτίσασθαι;['ἀποφορτίζομαι'];['ἀποφορτίζω']
44396;δεθεὶς;['δέω1'];['δέω']
44425;Ἀντιγονείους;['Ἀντιγόνειος'];['Ἀντιγονεῖος']
44436;ἐπινήψας;['ἐπί-νήφω'];['ἐπινήφω']
44443;Τύρου;['Τύρης', 'Τύρος'];['Τύρος']
44453;ἀπορραγέντα;['ἀπαράσσω'];['ἀπορρηγνυμι']
44457;Κλεοπάτρᾳ;['Κλεοπάτρη'];['Κλεοπάτρα']
44462;συνερρωγότος;['συρράσσω'];['συνρρήγνυμι']
44468;διεκλείσθη;['διά-κλείω1'];['διακλείω']
44472;διαπιστεῦσαι;['διαπιστέω'];['διαπιστεύω']
44482;ἀντιπαραταξαμένων;['ἀντιπαρατάσσομαι'];['ἀντιπαρατάσσω']
44486;κοίλης;['κοῖλος', 'κόιλος'];['κοῖλος']
44535;ἀνόδους;['ἄνοδος2'];['ἄνοδος']
44537;καταπλαγὲν;['καταπλάσσω'];['καταπλήσσω']
44558;δοκοῦντες;['δοκέω', 'δοκόω'];['δοκέω']
44572;δοκοῦν;['δοκέω', 'δοκόω'];['δοκέω']
44630;ἐξίασιν;['ἔξειμι2'];['ἔξειμι']
44636;Διὸ;['Διὸ'];['διό']
44644;προκατήπειγεν;['πρό-κατεπείγω'];['προκατεπείγω']
44646;ὑπερηφάνει;['ὑπέρ-ἀφανέω'];['ὑπεραφανέω']
44649;δεθῆναι;['δέω1'];['δέω']
44662;πρόσεισιν;['πρόσειμι1'];['πρόσειμι']
44679;σώζου;['σώζω'];['σῴζω']
44683;πιστός;['πιστός1'];['πιστός']
44693;μεγαλοφρόνως;['μεγαλόφρων'];['μεγαλόφρονος']
44699;λῃστάς;['ληιστής'];['λῃστής']
44713;προυνόησεν;['προνοοῦμαι'];['προνοέω']
44716;ἐνεδέησεν;['ἐνδέω2'];['ἐνδέω']
44725;Γαλάτας;['Γαλάται', 'Γαλάτης'];['Γαλάται']
44727;μεγαλόφρον;['μεγαλόφρον'];['μεγαλόφρων']
44729;ἀκτιάδα;['ἄκτιας'];['ἀκτιάς']
44742;συνείχετο;['συνόχωκα'];['συνέχω']
44751;λῃσταῖς;['ληιστής'];['λῃστής']
44783;πλείον᾽;['πλείων'];['πολύς']
44792;Ἀμμαοῦντα;['Ἀμμαούς'];['Ἀμμαόεις']
44797;Ἀντιγονείοις;['Ἀντιγόνεια'];['Ἀντιγονεῖος']
44809;κατελελοίπει;['καταλιμπάνω'];['καταλείπω']
44816;ἁρπάσων;['ἅρπασος'];['ἁρπάζω']
44824;ἀπείροις;['ἄπειρος1'];['ἄπειρος']
44825;ἀπέχρησεν;['ἀπό-χράω2'];['ἀποχράω']
44832;Γιτθὰ;['Γιτθὰ'];['Γιτθά']
44838;ἐκθορόντι;['ἐκ-θρῴσκω'];['ἐκθρῴσκω']
44840;προσοιμώξας;['πρόσ-οἰμώσσω'];['προσοιμώζω']
44846;καταλελοίπεσαν;['καταλιμπάνω'];['καταλείπω']
44865;ἐμπίπτων;['ἐμπίτνω'];['ἐμπίπτω']
44878;Κανᾶ;['Κανᾶ'];['Κανά']
44907;ἀπειδὴ;['ἐπειδὴ'];['ἐπειδή']
44910;ἐπικατασείων;['ἐπί-κατασείω'];['ἐπικατασείω']
44918;ἐπισυλλεγόμενον;['ἐπί,σύν-λέγω1'];['ἐπισυλλέγω']
44939;κἀπὶ;['ἐπί'];['καί ἐπί']
44951;μετιὼν;['μέτειμι1'];['μέτειμι']
44976;χωννύντας;['χόω'];['χωννύω']
44981;ἀντεπενοήθησαν;['ἀντί-ἐπινοέω'];['ἀντεπινοέω']
44986;καταλιπόντων;['καταλιμπάνω'];['καταλείπω']
44988;συνερρήγνυντο;['συρράσσω'];['συρρήγνυμι']
44990;θανεῖν;['θνήσκω'];['θνῄσκω']
44994;ἀντωχύρουν;['ἀντί-ὀχυρόω'];['ἀντοχυρόω']
45003;ἐπεισχυθείσης;['ἐπί-εἰσχέω'];['ἐπεισχέω']
45006;διωργισμένων;['διά-ὀργίζω'];['διοργίζομαι']
45021;διπλασίονα;['διπλασίων'];['διπλάσιος']
45098;θεραπείαν;['θεραπεία', 'θεραπείη'];['θεραπεία']
45103;Συναπῄει;['σύν-ἄπειμι2'];['συνάπειμι']
45104;χείρους;['χείρων'];['κακός']
45114;παρεδύοντο;['παραδύομαι'];['παραδύνω']
45138;ὑπιὼν;['ὕπειμι1'];['ὕπειμι']
45158;συναπέκλιναν;['σύν-ἀποκλίνω'];['συναποκλίνω']
45169;Κατιδὼν;['κατεῖδον'];['καθοράω']
45173;ἀνέκτισεν;['ἀνά-ἐκτίνω'];['ἀνακτίζω']
45176;μεγαλόνουν;['μεγαλόνους'];['μεγαλόνοος']
45178;παρὸ;['παρὸ'];['παρό']
45179;ἀπεμέμφετο;['ἀπό-μέμφομαι'];['ἀπομέμφομαι']
45181;ψύγματος;['ψυγμα'];['ψύγμα']
45210;λιβὸς;['λίψ1'];['λίψ']
45222;κατασχοῦσα;['κατασχάω'];['κατέχω']
45224;λέγουσα;['λέγω3'];['λέγω']
45227;ὑπεκκαύσασα;['ὑπό-ἐκκαίω'];['ὑπεκκαίω']
45255;καθωσίωσε;['καθοσιόομαι'];['καθοσιόω']
45307;εἰρήκαμεν;['ἐρῶ'];['λέγω']
45323;ἀπεῖπεν;['ἀπεῖπον'];['ἀπολέγω']
45330;ἔδησεν;['δέω1'];['δέω']
45332;ἀπέθνησκον;['ἀποθνήσκω'];['ἀποθνῄσκω']
45348;δῆσαι;['δέω1', 'δέω2'];['δέω']
45352;θέλοντι;['ἐθέλω'];['θέλω']
45363;νυμφίῳ;['νυμφίος1'];['νυμφίος']
45368;προδεδόμηντο;['πρό-δομάω'];['προδομέω']
45378;ἐνεγγύησα;['ἐν-ἐγγυάω'];['ἐνεγγυάω']
45388;συνεσκέπτετο;['σύν-σκέπτομαι'];['συσκέπτομαι']
45392;εἴης;['εἰμί', 'ἐάω'];['εἰμί']
45393;προέπεσεν;['προπίτνω'];['προπίπτω']
45438;φρενῶν;['φρενόω'];['φρήν']
45446;βασιλείαις;['βασίλεια'];['βασιλεία']
45450;πρᾳότερον;['πρᾶος'];['πρᾷος']
45454;διαζεύξας;['διαζεύγνυμαι'];['διαζεύγνυμι']
45466;ἀπορραγεῖσαν;['ἀπαράσσω'];['ἀπορρήγνυμι']
45478;θρόνῳ;['θρόνον', 'θρόνος'];['θρόνος']
45485;Ἀντιοχείας;['Ἀντιοχεία'];['Ἀντιόχεια']
45512;Ἀγρίππειον;['Ἀγρίππειον', 'Ἀγρίππειος'];['Ἀγρίππειος']
45520;Φιλοπάτωρ;['Φιλοπάτωρ', 'φιλοπάτωρ'];['Φιλοπάτωρ']
45524;προσειπὼν;['προσεῖπον'];['προσλέγω']
45528;βορέαν;['Βορέας'];['βορέας']
45564;Λαοδικεῦσι;['Λαοδίκεια'];['Λαοδικεύς']
45580;Σαμαρείτιδι;['Σαμαρείτης'];['Σαμαρεῖτις']
45589;Νικοπολῖταί;['Νικοπόλις'];['Νικοπολίτης']
45592;Ἀντιοχέων;['Ἀντιόχειος'];['Ἀντιοχεύς']
45593;πλατεῖαν;['πλατεῖα', 'πλατύς'];['πλατύς']
45596;κατέστρωσέν;['κατά-στόρεννυμι'];['καταστορέννυμι']
45602;χαρισθὲν;['χαρίζομαι'];['χαρίζω']
45613;πολιχνίοις;['πολίχνη'];['πολίχνιον']
45615;ἐπεξεκούφισεν;['ἐπί-ἐκκουφίζω'];['ἐπεκκουφίζω']
45618;Ἐχρήσατο;['χράω2'];['χράω']
45640;κακοδαιμονεῖν;['κακοδαιμονάω'];['κακοδαιμονέω']
45664;μητρῴαν;['μητρώιος'];['μητρῷος']
45687;ἀποῦσαν;['ἄπειμι1'];['ἄπειμι']
45701;διαζευχθῆναι;['διαζεύγνυμαι'];['διαζεύγνυμι']
45715;ἀνειλεῖτο;['ἀνειλέω'];['ἀνείλλω']
45717;ἐπεβεβαίωσεν;['ἐπί-βεβαιόω'];['ἐπιβεβαιόω']
45726;ζώσῃ;['ζώννυμι'];['ζάω']
45729;περιοῦσαν;['περίειμι1'];['περίειμι']
45744;μητρῴας;['μητρώιος'];['μητρῷος']
45749;συνηνδροῦτο;['σύν-ἀνδρόω'];['συνανδρόομαι']
45752;Καππαδόκων;['Καππάδοξ'];['Καππαδόκαι']
45790;Ἀλεξάνδρα;['Ἀλεξάνδρη'];['Ἀλεξάνδρα']
45800;Λευκόλλου;['Λευκόλλος'];['Λεύκολλος']
45801;Ἀλεξάνδρας;['Ἀλεξάνδρη'];['Ἀλεξάνδρα']
45805;καθείργνυσιν;['κατείργνυμι'];['καθείργνυμι']
45838;προτέθνηκεν;['προθνήσκω'];['προθνῄσκω']
45839;προρρηθέντων;['προερέω'];['προλέγω']
45851;Καισαρείᾳ;['Καισαρεία'];['Καισάρεια']
45854;ἀπολελοίπει;['ἀπολιμπάνω'];['ἀπολείπω']
45868;ἐπικατασπείσαντος;['ἐπί-κατασπένδω'];['ἐπικατασπένδω']
45872;ἐμπίπλησι;['ἐμπίπλημι'];['ἐμπίμπλημι']
45876;μέτεισι;['μέτειμι2'];['μέτειμι']
45898;Γαδάρων;['Γαδάρα'];['Γάδαρα']
45901;Ἀγριππιάδα;['Ἀγριππίας'];['Ἀγριππιάς']
45908;Πισίδαι;['Πίσιδος'];['Πισίδης']
45911;Γαλααδίτας;['Γαλααδ'];['Γαλααδίτης']
45912;Μωαβίτας;['Μωαβῖται'];['Μωαβίτης']
45916;καταπλαγέντος;['καταπλάσσω', 'καταπλήσσω'];['καταπλήσσω']
45934;Ἄκαιρον;['ἄκαιρος'];['Ἄκαιρος']
45973;παρωρείου;['παρώρεια'];['παρώρειος']
45981;εἶρξαί;['ἔργω1'];['ἔργω']
45990;Κανὰ;['Κανὰ'];['Κανά']
45997;καθιστῶσιν;['καθιστάω'];['καθίστημι']
46002;Σελεύκειαν;['Σελευκεία'];['Σελεύκεια']
46008;πυρετῶν;['πυρετέω'];['πυρετός']
46014;Καταλείπει;['καταλιμπάνω'];['καταλείπω']
46015;Ἀλεξάνδρᾳ;['Ἀλεξάνδρη'];['Ἀλεξάνδρα']
46028;προησφαλίσθαι;['πρό-ἀσφαλίζομαι'];['προασφαλίζομαι']
46036;προσίοι;['πρόσειμι1'];['πρόσειμι']
46045;ὑπιόντες;['ὕπειμι1'];['ὕπειμι']
46047;ἐθέλοιεν;['ἐθέλω'];['θέλω']
46059;Ἀλεξάνδραν;['Ἀλεξάνδρη'];['Ἀλεξάνδρα']
46075;προσπεσόντων;['προσπίτνω'];['προσπίπτω']
46105;Ταριχέας;['Ταριχέαι'];['Ταριχαῖαι']
46109;ἐπισυνιστάντα;['ἐπί-συνίστημι'];['ἐπισυνίστημι']
46110;ἐξῳκειωμένος;['ἐκ-οἰκειόω'];['ἐξοἰκειόω']
46114;ἀνείρξων;['ἀνείργω'];['ἀνέργω']
46123;Ἀντιοχείᾳ;['Ἀντιόχειος'];['Ἀντιόχεια']
46133;ἐπικουρῆσαι;['ἐπί-ἐπικουρέω'];['ἐπικουρέω']
46150;Δέλτα;['δέλτα'];['Δέλτα']
46155;καταλειπομένους;['καταλιμπάνω'];['καταλείπω']
46189;χρήσηται;['χράω2'];['χράω']
46195;προσεπιτυγχάνει;['πρόσ-ἐπιτυγχάνω'];['προσεπιτυγχάνω']
46228;συγγενεῖ;['συγγενεύς'];['συγγενής']
46248;καθέζοιτο;['κατά-ἕζομαι'];['καθέζομαι']
46253;παρωσαμένους;['παρόω'];['παρωθέω']
46262;ἐμπέσοι;['ἐμπίτνω'];['ἐμπίπτω']
46264;νεανίᾳ;['νεανίης'];['νεανίας']
46280;ἔκλασαν;['κλάω'];['κλαίω']
46306;Βρούτου;['Βρούτος'];['Βροῦτος']
46311;καταπλαγείς;['καταπλάσσω'];['καταπλήσσω']
46312;ἐπισυλλέξας;['ἐπί,σύν-λέγω1'];['ἐπισυλλέγω']
46314;Φαλλίωνα;['Φάλλιων'];['Φαλλίων']
46317;κατηντιβόλουν;['κατά-ἀντιβολέω'];['καταντιβολέω']
46327;Κορέας;['Κορέαι'];['Κορέα']
46346;προσταχθέντα;['προσστάζω', 'προστάσσω'];['προστάσσω']
46347;προσεπέρρωσεν;['πρόσ-ἐπιρρώννυμι'];['προσεπιρρώννυμι']
46351;πάμπολυν;['παμπολύς'];['πάμπολυς']
46352;ὀξέσιν;['ὀξύς2'];['ὀξύς']
46384;εἰργόντων;['ἔργω1'];['ἔργω']
46391;εἴργων;['ἔργω1'];['ἔργω']
46406;ἀνειλημένους;['ἀνειλέω'];['ἀνείλλω']
46432;ἀρωμάτων;['ἄρωμα1'];['ἄρωμα']
46435;νεωκόροις;['νεώκορος'];['νεωκόρος']
46445;κοίλῃ;['κόιλος'];['κοῖλος']
46455;Σκυθόπολίν;['Σκυθόπολίς'];['Σκυθόπολις']
46458;Δῶρα;['δῶρον'];['Δῶρα']
46486;Ἀλεξάνδρειόν;['Ἀλεξάνδρειόν'];['Ἀλεξάνδρειον']
46496;καταλειφθεῖσιν;['καταλιμπάνω'];['καταλείπω']
46505;Σκυθόπολίς;['Σκυθόπολίς'];['Σκυθόπολις']
46508;Ἀπολλωνία;['Ἀπολλώνιος'];['Ἀπολλωνία']
46511;Μάρισά;['Μάρισά'];['Μάρισα']
46538;Σισέννᾳ;['Σισέννα'];['Σισεννᾶς']
46539;Σερουιανῷ;['Σερουιάνος'];['Σερουιανός']
46541;ἀπεφορτίσατο;['ἀπό-φορτίζω'];['ἀποφορτίζω']
46557;ἐπαρεῖτε;['πάρειμι1'];['πάρειμι']
46576;συλλεγῆναι;['σύν-λέγω1'];['συλλέγω']
46585;βελτίστη;['βέλτιστος'];['ἀγαθός']
46605;ἀποθανοῦσα;['ἀποθνήσκω'];['ἀποθνῄσκω']
46615;διῃτώμην;['διά-διαιτάω'];['διαιτέω']
46637;ἀπιοῦσα;['ἄπειμι1', 'ἄπειμι2'];['ἄπειμι']
46642;ἐκάθευδον;['κατά-καθεύδω'];['καθεύδω']
46643;ἀνέῳξεν;['ἀνοίγνυμι'];['ἀνοίγω']
46654;ἀπολελειμμένου;['ἀπολιμπάνω'];['ἀπολείπω']
46668;βελτίστῳ;['βέλτιστος'];['ἀγαθός']
46673;εἰποῦσα;['εἶπον'];['λέγω']
46683;κατειποῦσαν;['κατεῖπον'];['καταλέγω']
46689;προσίοιτο;['προσίημι'];['πρόσειμι']
46705;δᾷδας;['δαίς1'];['δαίς']
46706;ἐγγύτατα;['ἐγγύς', 'ἐγγύτατος', 'ἐγγύτερος'];['ἐγγύς']
46722;ἠντεβόλει;['ἀντί-βολέω'];['ἀντιβολέω']
46732;Νόμος;['Νόμος', 'νόμος'];['νόμος']
46733;ἠμφεσβήτει;['ἀμφί-ἀμφισβητέω'];['ἀμφισβητέω']
46747;αἷσπερ;['ὅς'];['ὅσπερ']
46758;ἀπορῶμεν;['ἀφοράω'];['ἀπορέω']
46764;ἀπίασιν;['ἄπειμι2'];['ἄπειμι']
46780;ἀποθανόντες;['ἀποθνήσκω'];['ἀποθνῄσκω']
46798;σφόδρʼ;['σφοδρός', 'σφόδρα'];['σφοδρός']
