,@form,lemma_1,lemma_2,lemma_3,lemma_4,lemma_5,lemma_6,lemma_7,lemma_8,lemma_9,lemma_10,lemma_11,lemma_12,lemma_13,lemma_14,lemma_15,lemma_16,lemma_17,lemma_18,lemma_19,lemma_20,postag_1,postag_2,postag_3,postag_4,postag_5,postag_6,postag_7,postag_8
20310,ὑποδείξειν,ὑποδείκνυμι,ὑποδεικνύω,,,,,,,,,,,,,,,,,,,v--fna---,,,,,,,
20311,πραττομένοις, ,πράσσω,,,,,,,,,,,,,,,,,,,v-pppemd-,v-pppend-,,,,,,
20312,ἐπισπάσασθαι,ἐπισπάζομαι,ἐπισπάω,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
20313,εὑρῆσθαι,εὐρίσκω,εὑρίσκω,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
20314,προθύμους,προθύμως,πρόθυμος,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
20315,προσδεηθῆναι,προσδέομαι,προσδεέομαι,,,,,,,,,,,,,,,,,,,v--anp---,,,,,,,
20316,ἀλλοιότερόν,ἀλλοιόω,ἀλλοῖος,,,,,,,,,,,,,,,,,,,a-s---nac,,,,,,,
20317,προγεγενημένην,προγίγνομαι,προγιγνομαι,,,,,,,,,,,,,,,,,,,v-srpefa-,,,,,,,
20318,παρελθόντας,παρέρχομαι,παριέρχομαι,,,,,,,,,,,,,,,,,,,v-papama-,,,,,,,
20319,ἐπιδεικνύναι,ἐπιδείκνυμι,ἐπιδεικνύω,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
20320,συμφορώτερον,,σύμφορος,,,,,,,,,,,,,,,,,,,a-s---nac,,,,,,,
20321,χώρᾳ,χώρα,,,,,,,,,,,,,,,,,,,,,,,,,,,
20322,διακατέχειν,,διακατέχω,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
20323,ἠλαττώθησαν,ἐλασσόω,,,,,,,,,,,,,,,,,,,,v3paip---,,,,,,,
20324,Λαδοκείοις,Λαδοκείος,Λαδοκεῖος,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
20325,Μεγαλοπολίτιδος,Μεγαλοπολίτης,Μεγαλοπολῖτις,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20326,Δυμαίᾳ,Δυμαία,Δυμαῖος,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
20327,ἄκοντας,ἀέκων,ἄκων,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
20328,Καφύας,Καφύαι,Καφύη,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
20329,Ἑρμιόνα,Ἑρμιόνη,Ἑρμιών,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20330,προσεστρατοπέδευσε,προσστρατοπεδεύω,πρόσ-στρατοπεδεύω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
20331,ἐπιλαβόμενος,ἐπιλαμβάνομαι,ἐπιλαμβάνω,,,,,,,,,,,,,,,,,,,v-sapmmn-,,,,,,,
20332,Ὀνείων,ὀνεῖον,Ὀνεῖον,,,,,,,,,,,,,,,,,,,n-p---ng-,,,,,,,
20333,περιειληφὼς,περιελίσσω,περιλαμβάνω,,,,,,,,,,,,,,,,,,,v-srpamn-,,,,,,,
20334,προσπιπτόντων,προσπίπτω,προσπίτνω,,,,,,,,,,,,,,,,,,,v-pppamg-,v-pppang-,,,,,,
20335,ἠλαττωμένοι,ἐλασσόω,ἐλαττόω,,,,,,,,,,,,,,,,,,,v-prpemn-,,,,,,,
20336,Κλεομενισταῖς,Κλεομενιστής,Κλεομενισταί,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
20337,Τιμοξένου,Τιμοξένος,Τιμόξενος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20338,αἰτιώτατον,αἰτιώτατος,αἴτιος,,,,,,,,,,,,,,,,,,,a-s---nas,,,,,,,
20339,κατορθώσεως,κατορθωσις,κατόρθωσις,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20340,ἐπιλαβόμενον,ἐπιλαμβάνομαι,ἐπιλαμβάνω,,,,,,,,,,,,,,,,,,,v-sapmnn-,,,,,,,
20341,προηττῆσαν,προησσάω,προηττάομαι,,,,,,,,,,,,,,,,,,,v-sapann-,,,,,,,
20342,ἀνάσπαστος,ἀνάσπαστος,ἀνασπαστός,,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
20343,ἀντιποιησάμενος,ἀντιποιέομαι,ἀντιποιέω,,,,,,,,,,,,,,,,,,,v-sapmmn-,,,,,,,
20344,ἀμυναμένων,ἀμύνομαι,ἀμύνω,,,,,,,,,,,,,,,,,,,v-papmmg-,,,,,,,
20345,Αἰγῦτιν,Αἰγύτις,Αἶγυς,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20346,Βελμινᾶτιν,Βελμινᾶ,Βελμινᾶτις,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20347,Μεγαλοπολίταις,Μεγαλοπολίτης,μεγαλοπολίτης,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
20348,συνεχὲς,συνεχής,ἑξῆς,,,,,,,,,,,,,,,,,,,a-s---na-,,,,,,,
20349,προκαθημένῳ,προκάθημαι,πρό-κάθημαι,,,,,,,,,,,,,,,,,,,v-srpmmd-,,,,,,,
20350,κατεπείραζε,κατά-πειράζω,καταπειράζομαι,καταπειράζω,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
20351,ἀκροβολισμούς,ἀκροβολισμός,ἀκροβόλισις,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20352,Ἡραίας,Ἡραία,Ἡραίευς,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20353,διαφειμένας,διαφίημι,διαφθείρω,,,,,,,,,,,,,,,,,,,v-prpefa-,,,,,,,
20354,Μεγάλης,Μεγάλη,μέγας,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20355,Μεγάλῃ,Μεγάλη,μέγας,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
20356,Μεγαλοπολιτῶν,Μεγαλοπολίτης,Μεγαλοπολιτής,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20357,μησὶ,μήν,μείς,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
20358,Κωλαιὸν,Κωλαιός,Κωλαιὸν,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
20359,Στυμφαλίοις,Στυμφάλιος,Στυμφαλίος,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
20360,ἐπηλύδων,ἐπήλυς,ἔπηλυς,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20361,ἀπολείπωμεν,ἀπολείπω,ἀπολιμπάνω,,,,,,,,,,,,,,,,,,,v1ppsa---,,,,,,,
20362,διευκρινεῖν,διευκρίνω,διευκρινέω,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
20363,Μαντινέας,Μαντίνευς,Μαντινέη,Μαντινεύς,,,,,,,,,,,,,,,,,,n-p---fa-,n-p---ma-,,,,,,
20364,τηλικαύταις,τηλίκος,τηλικοῦτος,,,,,,,,,,,,,,,,,,,a-p---fd-,,,,,,,
20365,ἐκκαλεῖσθαι,ἐκκαλέομαι,ἐκκαλέω,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
20366,γηραιοῖς,γηραιός,γηραῖος,,,,,,,,,,,,,,,,,,,a-p---md-,,,,,,,
20367,ἐνδεχομένους,ἐνδέχομαι,—,,,,,,,,,,,,,,,,,,,v-pppema-,,,,,,,
20368,παρεπόμενα,παρέπομαι,παρεπόμενος,,,,,,,,,,,,,,,,,,,v-pppena-,,,,,,,
20369,προστίμων,προστιμάω,πρόστιμον,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
20370,ἀνυπονοήτου,ἀνυπονόητος,ἀνυπόνοητος,,,,,,,,,,,,,,,,,,,a-s---fg-,,,,,,,
20371,εὐγνωμονεστέροις,εὐγνωμόνως,εὐγνώμων,,,,,,,,,,,,,,,,,,,a-p---mdc,,,,,,,
20372,οὐ-, ,οὐ,οὐδέ,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20373,συμπτώμασι,συμπτωμα,σύμπτωμα,,,,,,,,,,,,,,,,,,,n-p---nd-,,,,,,,
20374,ὑποκειμένην,ὑποκείμαι,ὑπόκειμαι,,,,,,,,,,,,,,,,,,,v-srpefa-,,,,,,,
20375,ἐπισπασάμενοι,ἐπισπάομαι,ἐπισπάω,,,,,,,,,,,,,,,,,,,v-papmmn-,,,,,,,
20376,πραθέντες,πιπράσκω,πωλέω,,,,,,,,,,,,,,,,,,,v-pappmn-,,,,,,,
20377,περαιτέρω,πέρα,περαίτερος,περαιτέρω,,,,,,,,,,,,,,,,,,a-s---ng-,,,,,,,
20378,πραθῆναι,πιπράσκω,πωλέω,,,,,,,,,,,,,,,,,,,v--anp---,,,,,,,
20379,τετυραννηκότα,τυραννέω,τυραννεύω,,,,,,,,,,,,,,,,,,,v-srpama-,,,,,,,
20380,πεφυκότα,πέφυκα,φύω,,,,,,,,,,,,,,,,,,,v-srpama-,,,,,,,
20381,ἀδικώτατα,ἀδίκημα,ἄδικος,,,,,,,,,,,,,,,,,,,a-p---nas,,,,,,,
20382,προσπιπτούσας,προσπίπτω,προσπίτνω,,,,,,,,,,,,,,,,,,,v-pppafa-,,,,,,,
20383,παραστήσασθαι,παρίστημι,παριστάνω,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
20384,πεφυκέναι,πέφυκα,φύω,,,,,,,,,,,,,,,,,,,v--rna---,,,,,,,
20385,περιείληφε,περιελίσσω,περιλαμβάνω,,,,,,,,,,,,,,,,,,,v3sria---,,,,,,,
20386,ἐκπεσόντος,ἐκπίπτω,ἐκπίτνω,,,,,,,,,,,,,,,,,,,v-sapamg-,,,,,,,
20387,συγκινηθῆναι,συγκινέω,συγκινεω,,,,,,,,,,,,,,,,,,,v--anp---,,,,,,,
20388,προσαπτέον,προσαπτέον,προσαπτέος,,,,,,,,,,,,,,,,,,,a-s---nn-,,,,,,,
20389,ἀσεβημάτων,ἀσέβημα,ἀσεβῆμα,,,,,,,,,,,,,,,,,,,n-p---ng-,,,,,,,
20390,ἐπικυδεστέρας,ἐπικυδέστης,ἐπικυδής,,,,,,,,,,,,,,,,,,,a-p---fac,,,,,,,
20391,καλοῦμενον,καλέω,,,,,,,,,,,,,,,,,,,,,,,,,,,
20392,ζηλωτῶν,ζηλωτής,ζηλωτός,,,,,,,,,,,,,,,,,,,a-p---ng-,,,,,,,
20393,φευκτῶν,φευκτός,φεύκτος,,,,,,,,,,,,,,,,,,,a-p---fg-,,,,,,,
20394,ἀναγινωσκομένης,ἀναγιγνώσκω,ἀναγινώσκω,,,,,,,,,,,,,,,,,,,v-sppefg-,,,,,,,
20395,καταλεύσαιεν,καταλεύσσω,καταλεύω,,,,,,,,,,,,,,,,,,,v3paoa---,,,,,,,
20396,διεσάφησε,διασαφέω,δισαφέω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
20397,βελτίστην,βέλτιστος,βελτίστος,,,,,,,,,,,,,,,,,,,a-s---fa-,,,,,,,
20398,στέρεσθαι,στέρομαι,στερέω,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
20399,βεβαίων,βέβαιος,βεβαῖος,,,,,,,,,,,,,,,,,,,a-p---ng-,,,,,,,
20400,τυφλώττων,τυφλόω,τυφλώττω,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
20401,συγγραφεῖ,συγγράφω,συγγραφεύς,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
20402,ἱστοριογράφοις,ἱστοριογράφος,ἱστοριόγραφος,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
20403,ἐνέβαινον,ἐμβαίνω,ἐνβαίνω,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
20404,ὑπερβολικῶς,ὑπερβολικός,ὑπερβολικῶς,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20405,ἀπολέγει,ἀπολέγω,ἀπολέγω2,,,,,,,,,,,,,,,,,,,v3spia---,,,,,,,
20406,ἐκκυβεύειν,ἐκκυβεία,ἐκκυβεύω,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
20407,προσπεπτωκότα,προσπίπτω,προσπίτνω,,,,,,,,,,,,,,,,,,,v-prpana-,,,,,,,
20408,διαφεικότα,διαφίημι,διαφείκω,,,,,,,,,,,,,,,,,,,v-srpama-,,,,,,,
20409,ἐπιρραπισμὸν,ἐπιρράπισμα,ἐπιρραπισμός,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20410,μισθοφόρους,μισθοφόρος,μισθόφορος,,,,,,,,,,,,,,,,,,,a-p---ma-,n-p---ma-,,,,,,
20411,ἠσφαλίσατο,ἀσφαλίζομαι,ἀσφαλίζω,,,,,,,,,,,,,,,,,,,v3saie---,v3saim---,,,,,,
20412,ἐστρατοπέδευε,στρατοπεδέυω,στρατοπεδεύω,,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
20413,Εὐκλείδαν,Εὐκλείδας,Εὐκλείδης,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20414,παρενέβαλεν,παρανευβάλλω,παρεμβάλλω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
20415,στρατοπεδεύσας,στρατοπεδέυω,στρατοπεδεύω,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
20416,προδεικνύων,προδείκνυμι,προδεικνύω,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
20417,ἀντικινεῖσθαι,ἀντικινέω,ἀντικινεω,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
20418,χαλκάσπιδας,χάλκασπις,χαλκάσπις,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20419,Ἀκμήτου,ἄκμητος,Ἀκμής,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20420,ἀντέθηκε,ἀνατίθημι,ἀντίτιθημι,,,,,,,,,,,,,,,,,,,v3sria---,,,,,,,
20421,Ἀχαϊκῶν,Ἀχαικός,Ἀχαϊκός,,,,,,,,,,,,,,,,,,,a-p---mg-,n-p---mg-,,,,,,
20422,ἴδωσιν,εἶδον,ὁράω,,,,,,,,,,,,,,,,,,,v3pasa---,,,,,,,
20423,ἀρθεῖσαν,αἴρω,ἀίρω,,,,,,,,,,,,,,,,,,,v-sappfa-,,,,,,,
20424,προσηρτημένοι,προσαρτάω,προσηρτάω,,,,,,,,,,,,,,,,,,,v-prpemn-,,,,,,,
20425,προσπίπτοντες,προσπίπτω,προσπίτνω,,,,,,,,,,,,,,,,,,,v-pppamn-,,,,,,,
20426,ὑποδεικνύειν,ὑποδείκνυμι,ὑποδεικνύω,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
20427,ἐνέβαλε,ἐμβάλλω,ἐνβάλω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
20428,κατάρξαιτο,κατάρχω,καταρχω,,,,,,,,,,,,,,,,,,,v3saom---,,,,,,,
20429,συνθεασάμενον,συνθεάζω,συνθεάομαι,,,,,,,,,,,,,,,,,,,v-sapmnn-,,,,,,,
20430,ὑπάρχων,ὑπάρχω,ὕπαρχος,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20431,στίφη,στίφος,στῖφος,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
20432,ἀνωτάτω,ἀνωτάτω,ἄνω,ἄνω2,,,,,,,,,,,,,,,,,,d-------s,,,,,,,
20433,καταφερῆ,καταφέρω,καταφερής,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
20434,ἐπιέσθησαν,ἐπιέζω,ἐφέζομαι,,,,,,,,,,,,,,,,,,,v3paip---,,,,,,,
20435,καταλείπεσθαι,καταλείπω,καταλιμπάνω,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
20436,καιρίως,καίριος,καιρίως,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20437,συμπιπτόντων,συμπίπτω,συμπίτνω,,,,,,,,,,,,,,,,,,,v-pppang-,,,,,,,
20438,καταπλαγὴς,καταπλήσσω,καταπλαγής,,,,,,,,,,,,,,,,,,,a-s---mn-,,,,,,,
20439,ἀνακληθέντων,ἀνακαλέω,ἀνακλάω,,,,,,,,,,,,,,,,,,,v-pappmg-,,,,,,,
20440,σαρίσας,σάρισα,σάρισσα,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
20441,συνέβαλλον,συμβάλλω,συνβάλλω,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
20442,ἐπαλλήλου,ἐπάλληλος,ἐπαλλάσσω,,,,,,,,,,,,,,,,,,,a-s---fg-,,,,,,,
20443,παρείλκυσε,παρέλκω,παρειλκύω,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
20444,ἀντεποιήσατο,ἀντεποιέομαι,ἀντιποιέω,,,,,,,,,,,,,,,,,,,v3saim---,,,,,,,
20445,Νεμέων,Νέμεα,Νέμειος,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20446,ὑπαίθροις,ὑπαίθριος,ὕπαιθρος,,,,,,,,,,,,,,,,,,,n-p---nd-,,,,,,,
20447,ὀλυμπιάδα,̓Ολυμπιάς,ὀλυμπιάς,Ὀλυμπιάς,,,,,,,,,,,,,,,,,,a-s---fa-,n-----fa-,,,,,,
20448,ὑποδέδεικται,ὑποδείκνυμι,ὑποδεικνύω,,,,,,,,,,,,,,,,,,,v3srie---,,,,,,,
20449,κεχειρικότων,χειρίζω,χειρόω,,,,,,,,,,,,,,,,,,,v-prpamg-,,,,,,,
20450,ἠσφάλισα,ἀσφαλίζω,,,,,,,,,,,,,,,,,,,,,,,,,,,
20451,προσηγγελμένης,προαγγέλλω,προσαγγέλλω,,,,,,,,,,,,,,,,,,,v-srpefg-,,,,,,,
20452,ἐλινύας,ἐλινύα,ἐλινύες,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
20453,ῥητῶς,ῥητός,ῥητῶς,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20454,πρεσβευταῖς,πρέσβις,πρεσβευτής,πρεσευτής,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
20455,Ἀρμένα,Ἀρμένας,Ἀρμένης,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
20456,ἁθροισθέντες,ἀθροίζω,ἁθροίζω,,,,,,,,,,,,,,,,,,,v-pappmn-,,,,,,,
20457,προκειμένας,προκείμαι,πρόκειμαι,,,,,,,,,,,,,,,,,,,v-pppefa-,,,,,,,
20458,συνυπακούοιεν,συνυπακούω,σύν-ὑπακούω,,,,,,,,,,,,,,,,,,,v3ppoa---,,,,,,,
20459,προδιαπεμψάμενοι,προδιαπέμπω,πρό-διαπέμπω,,,,,,,,,,,,,,,,,,,v-papmmn-,,,,,,,
20460,πορευθέντες,πορεύομαι,πορεύω,,,,,,,,,,,,,,,,,,,v-pappmn-,,,,,,,
20461,Ὑπάταν,Ὑπάτα,Ὑπάτη,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20462,συνυπακουόντων,συνυπακούω,σύν-ὑπακούω,,,,,,,,,,,,,,,,,,,v-pppamg-,,,,,,,
20463,συμμίξοντες,συμμίγνυμι,συμμίσγω,,,,,,,,,,,,,,,,,,,v-pfpamn-,,,,,,,
20464,προφερομένου,προσφέρω,προφέρω,,,,,,,,,,,,,,,,,,,v-sppemg-,,,,,,,
20465,ἐπανοίσειν,ἐπαναφέρω,ἐπανοίσω,,,,,,,,,,,,,,,,,,,v--fna---,,,,,,,
20466,βουλευσόμενοι,βουλεύομαι,βουλεύω,,,,,,,,,,,,,,,,,,,v-pfpmmv-,,,,,,,
20467,δεδογμένα,δοκέω,δόγμα,,,,,,,,,,,,,,,,,,,v-prpena-,,,,,,,
20468,ἑξαμήνους,ἑξάμηνος,ἑξαμηνος,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
20469,παρωρμημένος,παρορμάω,παρωρμάω,,,,,,,,,,,,,,,,,,,v-srpemn-,,,,,,,
20470,ἀπηλλάττετο,ἀπαλλάσσω,ἀπαλλαξείω,,,,,,,,,,,,,,,,,,,v3siie---,,,,,,,
20471,ἀπολειφθέντων,ἀπολείπω,ἀπολιμπάνω,,,,,,,,,,,,,,,,,,,v-pappmg-,,,,,,,
20472,ἐπισταθμευόμενοι,ἐπισταθμεύομαι,ἐπισταθμεύω,,,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
20473,Ἀντιοχιστῶν,Ἀντιοχιστής,Ἀντιοχιστός,,,,,,,,,,,,,,,,,,,a-p---mg-,,,,,,,
20474,ἀπονενευκότες,ἀπονενεύω,ἀπονεύω,,,,,,,,,,,,,,,,,,,v-prpamn-,,,,,,,
20475,Γάλλοι,Γάλλος,Γαλλός,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
20476,τύπων,τύπον,τύπος,,,,,,,,,,,,,,,,,,,n-p---ng-,,,,,,,
20477,προστηθιδίων,προστηθίδιον,προστηθίδιος,,,,,,,,,,,,,,,,,,,a-p---ng-,,,,,,,
20478,πρώρρας,πρώρα,πρῳρα,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20479,σιδηρᾷ,σιδήρεος,σιδηροῦς,,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
20480,ἀφεστάναι,ἀφεστήκω,ἀφεστήξω,,,,,,,,,,,,,,,,,,,v--rna---,,,,,,,
20481,εὐαρμοστότερος,εὐάρμοστος,εὐαρμόστος,,,,,,,,,,,,,,,,,,,a-s---mnc,,,,,,,
20482,στασιμώτερος,στάσιμος,στασιμώτερος,,,,,,,,,,,,,,,,,,,a-s---mnc,,,,,,,
20483,δυνατὴν,δυνατός,δύνατος,,,,,,,,,,,,,,,,,,,a-s---fa-,,,,,,,
20484,τειχήρεις,τειχήρης,τειχηρής,,,,,,,,,,,,,,,,,,,a-p---mn-,,,,,,,
20485,ἔπειτʼ,ἔπειτα,ἔπειτε,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20486,παρῇ,πάρειμι,πάρειμι1,πάρεστι,,,,,,,,,,,,,,,,,,v3spsa---,,,,,,,
20487,παρέντας,παρίημι,πείρω,,,,,,,,,,,,,,,,,,,v-pappma-,,,,,,,
20488,Ἐλαϊτῶν,Ἐλαΐτης,Ἐλαῖται,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20489,προρρηθείσης,προερέω,προρρηθέντος,,,,,,,,,,,,,,,,,,,v-sappfg-,,,,,,,
20490,ἐγγράπτων,ἐγγράπτος,ἐγγράπτω,ἔγγραπτος,,,,,,,,,,,,,,,,,,a-p---ng-,,,,,,,
20491,παρεδείκνυον,παραδείκνυμι,παραδεικνύω,,,,,,,,,,,,,,,,,,,v3piia---,,,,,,,
20492,Κολίχαντα,Κολίχαντας,Κολίχας,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20493,ὅμηρα,ὅμηρον,ὅμηρος,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
20494,δυνηθέντες,δύναμαι,,,,,,,,,,,,,,,,,,,,v-pappmn-,,,,,,,
20495,ἐπανελέσθαι,ἐπανέρχομαι,ἐπαναιρέομαι,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
20496,θαρροῦντα,θαρρέω,θαρσέω,,,,,,,,,,,,,,,,,,,v-sppama-,,,,,,,
20497,Λίβιον,Λίβιοs,Λίβιος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20498,καταμέλλων,κατά-μέλλω,καταμέλλω,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
20499,δυσελπιστήσας,δυσελπίζω,δυσελπιστέω,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
20500,ἀρχάς,ἀρχή,,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
20501,ἡμίσειαν,ἡμίσεια,ἡμίσους,ἥμισυς,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20502,σάλιον,σάλιον,σάλιος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20503,σάλιοι,σάλιοs,σάλιος,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
20504,μηθέν,μηδείς,μηθέν,,,,,,,,,,,,,,,,,,,p-s---na-,,,,,,,
20505,προσαναδεχομένας,προσαναδέχομαι,πρόσ-ἀναδέχομαι,,,,,,,,,,,,,,,,,,,v-pppefa-,,,,,,,
20506,καθῖχθαι,καθίημι,καθικνέομαι,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
20507,βούλονταί,βούλομαι,,,,,,,,,,,,,,,,,,,,v3ppie---,,,,,,,
20508,προσεπιδράττεσθαι,προσεπιδράσσομαι,προσεπιδράττω,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
20509,ἀποκριθῆναι,ἀποκρίνομαι,ἀποκρίνω,,,,,,,,,,,,,,,,,,,v--anp---,,,,,,,
20510,Ἀντίχον,Ἀντίχος,Ἀντίχων (o Ἀντίοχος? - un refuso?),,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20511,σφετέρου,σφέτερος,σφετερος,,,,,,,,,,,,,,,,,,,a-s---ng-,,,,,,,
20512,Λυσιμαχείας,Λυσιμάχεια,Λυσιμαχία,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20513,διεψεῦσθαι,διαψεύδομαι,διαψεύδω,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
20514,λειφθείη,λείπω,λειπω,,,,,,,,,,,,,,,,,,,v3saop---,,,,,,,
20515,διαλεχθησομένους,διαλέγομαι,διαλέγω,,,,,,,,,,,,,,,,,,,v-pfppma-,,,,,,,
20516,φιλοτιμότερος,φιλοτιμός,φιλότιμος,,,,,,,,,,,,,,,,,,,a-s---mnc,,,,,,,
20517,πρᾷον,πρᾶος,πρᾷος,,,,,,,,,,,,,,,,,,,a-s---ma-,,,,,,,
20518,διελέχθησαν,διαλέγομαι,διαλέγω,,,,,,,,,,,,,,,,,,,v3paip---,,,,,,,
20519,Εὐβοϊκὰ,Εὐβοικός,Εὐβοϊκός,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
20520,μύρια,μυρίος,,,,,,,,,,,,,,,,,,,,a-p---na-,,,,,,,
20521,Εὐβουλίδαν,Εὐβουλίδας,Εὐβουλίδης,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20522,διεῖλον,διααιρέω (o διαιρέω),διαιρέω,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
20523,ἐπεδέχετο,ἐπεδέχομαι,ἐπιδέχομαι,,,,,,,,,,,,,,,,,,,v3siie---,,,,,,,
20524,ξενίων,ξένιον,ξένιος,,,,,,,,,,,,,,,,,,,a-p---mg-,,,,,,,
20525,φιλανθρώπου,φιλάνθρωπον,φιλάνθρωπος,,,,,,,,,,,,,,,,,,,n-s---ng-,,,,,,,
20526,εἰσπορευθῶσιν,εἰσπορεύομαι,εἰσπορεύω,,,,,,,,,,,,,,,,,,,v3pasp---,,,,,,,
20527,ὑπόχρεοι,ὑπόχρεος,ὑπόχρεως,,,,,,,,,,,,,,,,,,,a-p---mn-,,,,,,,
20528,ὑπιδέσθαι,ὑπειδόμην,ὑποδέχομαι,,,,,,,,,,,,,,,,,,,v--anm---,,,,,,,
