Forma,Lemma Corretto
ἀπορρῶγα,['ἀπορρώξ']
ἀπορρῶγας,['ἀπορρώξ']
ἀπορώτατοί,['ἄπορος']
ἀπορῶ,['ἀπορέω']
ἀπορῶμεν,['ἀπορέω ']
ἀπορῶν,['ἀπορέω']
ἀπορῶσι,['ἀπορέω']
ἀποσβεσθῆναι,['ἀποσβέννυμι']
ἀποσημήνασθαι,['ἀποσημαίνω']
ἀποσιωσαμένη,['ἀφοσιόω']
ἀποσκήνων,['ἀπόσκηνος']
ἀποσκήψαντος,['ἀποσκήπτω']
ἀποσκήψατε,['ἀποσκήπτω']
ἀποσκευαζόμενοι,['ἀποσκευάζω']
ἀποσκευασαμένους,['ἀποσκευάζω']
ἀποσκῆψαι,['ἀποσκήπτω']
ἀποσπάσας,['ἀποσπάω']
ἀποσπασθεὶς,['ἀποσπάω']
ἀποστάντα,['ἀφίστημι']
ἀποστάντας,['ἀφίστημι']
ἀποστάντες,['ἀφίστημι']
ἀποστάντος,['ἀφίστημι']
ἀποστάντων,['ἀφίστημι']
ἀποστάσεσι,['ἀπόστασις']
ἀποστάσεως,['ἀπόστασις']
ἀποστέγει,['ἀποστέγω']
ἀποστέωσι,['ἀφίστημι']
ἀποστήσαντες,['ἀφίστημι']
ἀποστήσειν,['ἀφίστημι']
ἀποστήσεσθαι,['ἀφίστημι']
ἀποστήσεται,['ἀφίστημι']
ἀποστήσονται,['ἀφίστημι']
ἀποστήσων,['ἀφίστημι']
ἀποσταίη,['ἀφίστημι']
ἀποστατέον,['ἀποστατέος']
ἀποστατῆρας,['ἀποστατήρ']
ἀποστείλας,['ἀποστέλλω']
ἀποστερήσας,['ἀποστερέω']
ἀποστερήσεται,['ἀποστερέω']
ἀποστερεῖν,['ἀποστερέω']
ἀποστερεῖσθαι,['ἀποστερέω']
ἀποστησάμενον,['ἀφίστημι']
ἀποστολέων,['ἀποστολεύς']
ἀποστᾶσα,['ἀφίστημι']
ἀποστᾶσαι,['ἀφίστημι']
ἀποστῆναι,['ἀφίστημι']
ἀποσφάξαντες,['ἀποσφάζω']
ἀποσφάττονται,['ἀποσφάζω']
ἀποσφαγῆναι,['ἀποσφάζω']
ἀποσφράγισμα,['ἀποσφράγισμα']
ἀποσχισθὲν,['ἀποσχίζω']
ἀποτέμνει,['ἀποτέμνω']
ἀποτέμνεται,['ἀποτέμνω']
ἀποτέμνονται,['ἀποτέμνω']
ἀποτίλας,['ἀποτίλλω']
ἀποτίνειν,['ἀποτίνω']
ἀποτεθηριωμένον,['ἀποθηριόω']
ἀποτειχισμάτων,['ἀποτείχισμα']
ἀποτελείοις,['ἀποτέλειος']
ἀποτελεῖ,['ἀποτελέω']
ἀποτεμέσθαι,['ἀποτέμνω']
ἀποτεμόμενοι,['ἀποτέμνω']
ἀποτεμόμενος,['ἀποτέμνω']
ἀποτεταγμένοι,['ἀποτάσσω']
ἀποτετιμημένη,['ἀποτιμάω']
ἀποτεῖσαι,['ἀποτίνω']
ἀποτομώτατα,['ἀπότομος']
ἀποτράπει,['ἀποτρέπω ']
ἀποτρέπει,['ἀποτρέπω']
ἀποτρέψειν,['ἀποτρέπω']
ἀποτριψώμεθα,['ἀποτρίβω']
ἀποτροπαῖς,['ἀποτροπή']
ἀποτύχοιεν,['ἀποτυγχάνω']
ἀποφάσεις,['ἀπόφασις']
ἀποφάσεως,['ἀπόφασις']
ἀποφέρειν,['ἀποφέρω']
ἀποφέρεται,['ἀποφέρω']
ἀποφήνασθαι,['ἀποφαίνω']
ἀποφαίνεσθαι,['ἀποφαίνω']
ἀποφαίνουσι,['ἀποφαίνω']
ἀποφαίνουσιν,['ἀποφαίνω']
ἀποφαίνων,['ἀποφαίνω']
ἀποφαινόμεθα,['ἀποφαίνω']
ἀποφαινόμενος,['ἀποφαίνω']
ἀποφηνάμενοι,['ἀποφαίνω']
ἀποφορτίσασθαι,['ἀποφορτίζω']
ἀποφορὰν,['ἀποφορά']
ἀποφυγούσης,['ἀποφεύγω']
ἀποφύσα,['ἀποφυσάω']
ἀποχρήσειν,['ἀποχράω']
ἀποχρεωμένων,['ἀποχράω']
ἀποχρώντως,['ἀποχρώντως']
ἀποχρώντῃ,['ἀποχρών']
ἀποχρώσῃ,['ἀποχράω']
ἀποχρῆν,['ἀποχράω']
ἀποχωρεῖν,['ἀποχωρέω']
ἀποχῶσαι,['ἀποχώννυμι']
ἀποψηφίζασθε,['ἀποψηφίζομαι']
ἀποψηφίζεται,['ἀποψηφίζομαι']
ἀποψηφίζονται,['ἀποψηφίζομαι']
ἀποψηφίσασθαι,['ἀποψηφίζομαι']
ἀποψηφίσασθε,['ἀποψηφίζομαι']
ἀποψηφισάμενος,['ἀποψηφίζομαι']
ἀποψηφισαμένων,['ἀποψηφίζομαι']
ἀποψηφισθέντ᾽,['ἀποψηφίζομαι']
ἀπούσης,['ἄπειμι']
ἀποῦσαν,['ἄπειμι']
ἀποῦσι,['ἄπειμι']
ἀπράκτοις,['ἄπρακτος']
ἀπράκτους,['ἄπρακτος']
ἀπροθέτως,['ἀπρόθετος']
ἀπροθύμως,['ἀπρόθυμος']
ἀπρονοήτως,['ἀπρονόητος']
ἀπροσδεήτους,['ἀπροσδέητος']
ἀπροσδοκήτου,['ἀπροσδόκητος']
ἀπροσδοκήτως,['ἀπροσδόκητος']
ἀπροσλόγως,"[' ', 'ἀπρόσλογος']"
ἀπροφασίστους,['ἀπροφάσιστος']
ἀπροφασίστως,['ἀπροφάσιστος']
ἀπωθεῖν,['ἀπωθέω']
ἀπωλέσαμεν,['ἀπόλλυμι']
ἀπωλίσθαινε,['ἀπολισθαίνω']
ἀπωλοφύροντο,['ἀπολοφύρομαι']
ἀπωλόμεθα,['ἀπόλλυμι']
ἀπωλόμεθ᾽,['ἀπόλλυμι']
ἀπωλώλειτε,['ἀπόλλυμι']
ἀπωσάμενοι,['ἀπωθέω']
ἀπωσαμένοις,['ἀπωθέω']
ἀπωσθέντες,['ἀπωθέω']
ἀπό,['ἀπό']
ἀπόγονον,['ἀπόγονος']
ἀπόγονος,['ἀπόγονος']
ἀπόγονοὶ,['ἀπόγονος']
ἀπόδεξις,['ἀπόδεξις']
ἀπόδεσμα,['ἀπόδεσμος']
ἀπόκληίσας,['ἀποκλείω']
ἀπόκριναι,['ἀποκρίνω']
ἀπόκρισιν,['ἀπόκρισις']
ἀπόκτεινον,['ἀποκτείνω']
ἀπόκτισις,['ἀπόκτισις']
ἀπόλαυσις,['ἀπόλαυσις']
ἀπόλεμον,['ἀπόλεμος']
ἀπόλησθε,['ἀπόλλυμι']
ἀπόλλυμαι,['ἀπόλλυμι']
ἀπόλλυσθαι,['ἀπόλλυμι']
ἀπόλοιτο,['ἀπόλλυμι']
ἀπόλυσιν,['ἀπόλυσις']
ἀπόλωνται,['ἀπόλλυμι']
ἀπόνητο,['ἀπονίνημι']
ἀπόνοιαν,['ἀπόνοια']
ἀπόντα,['ἄπειμι']
ἀπόντες,['ἄπειμι']
ἀπόντος,['ἄπειμι']
ἀπόντων,"['ἀπών', 'ἄπειμι']"
ἀπόπεμψαι,['ἀποπέμπω']
ἀπόπεμψον,['ἀποπέμπω']
ἀπόπληκτα,['ἀπόπληκτος']
ἀπόπλουν,['ἀπόπλοος']
ἀπόπτου,['ἄποπτος']
ἀπόρημα,['ἀπόρημα']
ἀπόρρητον,['ἀπόρρητος']
ἀπόρων,['ἄπορος']
ἀπόρως,['ἄπορος']
ἀπόρῳ,['ἄπορος']
ἀπόφασιν,['ἀπόφασις']
ἀπόχρη,['ἀποχράω']
ἀπώλεσαν,['ἀπόλλυμι']
ἀπώλεσας,['ἀπόλλυμι']
ἀπώλεσε,['ἀπόλλυμι']
ἀπώλεσεν,['ἀπόλλυμι']
ἀπώλλυτο,['ἀπόλλυμι']
ἀπώσηται,['ἀπωθέω']
ἀπὸ,"['  ', 'ἀπό']"
ἀπὼν,['ἄπειμι']
ἀπᾳδούσας,['ἀπᾴδω']
ἀπ᾽,['ἀπό']
ἀπῄει,"['  ', 'ἄπειμι']"
ἀπῄεσαν,['ἄπειμι']
ἀπῄτουν,['ἀπαίτεω']
ἀπῆλθε,['ἀπέρχομαι']
ἀπῆλθεν,['ἀπέρχομαι']
ἀπῆν,['ἄπειμι']
ἀπῆρεν,['ἀπαίρω']
ἀπῇα,['ἄπειμι']
ἀπῇσαν,['ἄπειμι']
ἀπῇτε,['ἄπειμι']
ἀπῖκται,['ἀφικνέομαι']
ἀπῴμωξεν,['ἀποιμώζω']
ἀράμενοι,['αἴρω']
ἀράμενος,['αἴρω']
ἀρήια,['ἀγαθός']
ἀρίστας,['ἀγαθός']
ἀρίστη,['ἀγαθός']
ἀρίστην,['ἀγαθός']
ἀρίστοις,['ἀγαθός']
ἀρίστου,['ἀγαθός']
ἀρίστους,['ἀγαθός']
ἀρίστων,['ἀγαθός']
ἀρίστῳ,['ἀγαθός']
ἀραίρητο,['αἱρέω']
ἀραιρημένα,['αἱρέω']
ἀραμένη,['αἴρω']
ἀραῖς,['ἀρή']
ἀργμένης,['ἄρχω']
ἀργούσης,['ἀργέω']
ἀργοὶ,['ἀργός']
ἀργυρέοισι,['ἀργύρεος']
ἀργυρέους,"['  ', 'ἀργύρεος']"
ἀργυρίου,['ἀργύριον']
ἀργυρίῳ,['ἀργύριον']
ἀργυραῖ,['ἀργύρεος']
ἀργυραῖς,['ἀργύρεος']
ἀργυρείοις,['ἀργύρειος']
ἀργυριούμενος,['ἀργυρίζω']
ἀργυροῦν,['ἀργύρεος']
ἀργυρόποδας,['ἀργυρόπους']
ἀργυρᾶς,['ἀργύρεος']
ἀργυρῶν,['ἀργύρεος']
ἀργόν,['ἀργός']
ἀργότατοι,['ἀργός']
ἀργύρειά,['ἀργύρειος']
ἀργύρεον,"['  ', 'ἀργύρεος']"
ἀργύρεος,"['  ', 'ἀργύρεος']"
ἀργύριον,['ἀργύριον']
ἀργύρου,['ἄργυρος']
ἀργύρῳ,['ἄργυρος']
ἀργὸν,['ἀργός']
ἀργῶς,['ἀργός']
ἀρδομένης,['ἄρδω']
ἀρδόμεναι,['ἄρδω']
ἀρδόμενον,['ἄρδω']
ἀρδόμενος,['ἄρδω']
ἀρεσκόμενος,['ἀρέσκω']
ἀρεστὸν,['ἀρεστός']
ἀρετάς,['ἀρετή']
ἀρετήν,['ἀρετή']
ἀρετὰς,['ἀρετή']
ἀρετὴ,['ἀρετή']
ἀρετὴν,['ἀρετή']
ἀρετῆς,"['  ', 'ἀρετή']"
ἀρετῇ,['ἀρετή']
ἀρεῖ,['αἴρω']
ἀρηίφατοι,['ἀρηίφατος']
ἀρθέντος,"['αἴρω', 'ἀραρίσκω']"
ἀρθείς,"['αἴρω', 'ἀραρίσκω']"
ἀρθεὶς,"['αἴρω', 'ἀραρίσκω']"
ἀρθεῖσαν,['αἴρω']
ἀρθῆναι,['αἴρω']
ἀριθμὸν,['ἀριθμός']
ἀριστείαις,['ἀριστεία']
ἀριστείοις,['ἀριστεῖον']
ἀριστείων,['ἀριστεῖον']
ἀριστερά,"['  ', 'ἀριστερός']"
ἀριστερᾷ,['ἀριστερός']
ἀριστεύει,['ἀριστεύω']
ἀριστεῖα,"['ἀριστεῖον', 'ἀριστεῖος']"
ἀριστεῖον,"['ἀριστεῖον', 'ἀριστεῖος']"
ἀριστεῖς,['ἀριστεύς']
ἀριστοκρατεῖσθαι,['ἀριστοκρατέω']
ἀριστοποιεῖσθαι,['ἀριστοποιέω']
ἀριστοποιησαμένους,['ἀριστοποιέω']
ἀριστοποιουμένοις,['ἀριστοποιέω']
ἀριστῶν,['ἀριστάω']
ἀρκέσειν,['ἀρκέω']
ἀρκέων,['ἀρκέω']
ἀρκούμενος,['ἀρκέω']
ἀρκούντως,['ἀρκεόντως']
ἀρκτοῦρον,['ἀρκτοῦρος']
ἀρνέεσθαι,['ἀρνέομαι']
ἀρνείοισι,['ἄρνειος']
ἀρξάμενοι,['ἄρχω']
ἀρξάμενον,['ἄρχω']
ἀρξάμενος,['ἄρχω']
ἀρξάμενόν,['ἄρχω']
ἀρξάμενός,['ἄρχω']
ἀρξάσης,['ἄρχω']
ἀρξαμένω,['ἄρχω']
ἀροτῆρες,"['  ', 'ἀροτήρ']"
ἀρρήτους,['ἄρρητος']
ἀρρενικῶς,['ἀρρενικός']
ἀρρωδέων,"['  ', 'ἀρρωδέω']"
ἀρρωστοῦσαν,['ἀρρωστέω']
ἀρσενικῶς,['ἀρσενικός']
ἀρτέαται,"['  ', 'ἀρτάω']"
ἀρτίως,['ἄρτιος']
ἀρχάς,['ἀρχή']
ἀρχήν,"['ἀρχή', 'ἀρχήν']"
ἀρχαίαν,['ἀρχαῖος']
ἀρχαίην,['ἀρχαῖος']
ἀρχαίους,['ἀρχαῖος']
ἀρχαίων,['ἀρχαῖος']
ἀρχαίως,['ἀρχαῖος']
ἀρχαγέται,['ἀρχαγέτης']
ἀρχαγέταις,['ἀρχαγέτης']
ἀρχαγέτας,['ἀρχαγέτης']
ἀρχαιολογίαις,['ἀρχαιολογία']
ἀρχαιολογίαν,['ἀρχαιολογία']
ἀρχαιολογεῖν,['ἀρχαιολογέω']
ἀρχαιολογουμένης,['ἀρχαιολογέω']
ἀρχαιοπλούτων,['ἀρχαιόπλουτος']
ἀρχαιοπρεπεῖς,['ἀρχαιοπρεπής']
ἀρχαιοτάτοις,['ἀρχαῖος']
ἀρχαιοτάτῳ,['ἀρχαῖος']
ἀρχαιρέσια,['ἀρχαιρέσια']
ἀρχαιρεσίαις,['ἀρχαιρεσία']
ἀρχαιρεσίων,['ἀρχαιρέσια']
ἀρχαιότατον,['ἀρχαῖος']
ἀρχαιότατός,['ἀρχαῖος']
ἀρχαιότητά,['ἀρχαιότης']
ἀρχαιότητα,['ἀρχαιότης']
ἀρχαϊκὸν,['ἀρχαικός']
ἀρχαῖα,['ἀρχαῖος']
ἀρχαῖαι,['ἀρχαῖος']
ἀρχαῖον,['ἀρχαῖος']
ἀρχαῖος,['ἀρχαῖος']
ἀρχαῖς,['ἀρχή']
ἀρχαῖός,['ἀρχαῖος']
ἀρχηγέτις,['ἀρχηγέτις']
ἀρχθήσεται,['ἄρχω']
ἀρχιδίοις,['ἀρχίδιον']
ἀρχιερέων,['ἀρχιερεύς']
ἀρχιερεῦσι,['ἀρχιερεύς']
ἀρχιερᾶσθαι,['ἀρχιεράομαι']
ἀρχική,['ἀρχικός']
ἀρχικὴ,['ἀρχικός']
ἀρχιλῃστὴν,['ἀρχιλῃστής']
ἀρχιτέκτων,['ἀρχιτέκτων']
ἀρχομένου,['ἄρχω']
ἀρχομένους,['ἄρχω']
ἀρχομένων,['ἄρχω']
ἀρχόμενα,['ἄρχω']
ἀρχόμενον,['ἄρχω']
ἀρχόμενος,['ἄρχω']
ἀρχόντων,['ἄρχω']
ἀρχὰς,['ἀρχή']
ἀρχὴ,['ἀρχή']
ἀρχὴν,"['ἀρχή', 'ἀρχήν']"
ἀρχὸντῶν,"['  ', 'ἄρχω']"
ἀρχῆθεν,['ἀρχῆθεν']
ἀρχῆς,['ἀρχή']
ἀρχῇ,['ἀρχή']
ἀρωμάτων,['ἄρωμα']
ἀρότους,['ἄροτος']
ἀρώμενοι,['ἀράομαι']
ἀρὰς,['ἀρά']
ἀρᾶσθαι,['ἀράομαι']
ἀσάλευτον,['ἀσάλευτος']
ἀσέβειά,['ἀσέβεια']
ἀσέβεια,['ἀσέβεια']
ἀσήμοις,['ἄσημος']
ἀσήμους,['ἄσημος']
ἀσαλεύτως,['ἀσάλευτος']
ἀσαφὲς,['ἀσαφής']
ἀσεβήσαντες,['ἀσεβέω']
ἀσεβεῖν,['ἀσεβέω']
ἀσεβημάτων,['ἀσέβημα']
ἀσεβοῦσαν,['ἀσεβέω']
ἀσεβῶς,['ἀσεβής']
ἀσελήνου,['ἀσέληνος']
ἀσελγαίνῃ,['ἀσελγαίνω']
ἀσελγείας,['ἀσέλγεια']
ἀσελγεστάτων,['ἀσελγής']
ἀσθενέα,['ἀσθενής']
ἀσθενέος,['ἀσθενής']
ἀσθενές,['ἀσθενής']
ἀσθενέστατον,['ἀσθενής']
ἀσθενέστερον,['ἀσθενής']
ἀσθενεστάτοις,['ἀσθενής']
ἀσθενὲς,['ἀσθενής']
ἀσθενὴς,['ἀσθενής']
ἀσθενῶς,['ἀσθενής']
ἀσινέων,['ἀσινής']
ἀσινεῖς,['ἀσινής']
ἀσκήμασι,['ἄσκημα']
ἀσκεπτότερον,['ἄσκεπτος']
ἀσκεῖν,['ἀσκέω']
ἀσκεῖσθαι,['ἀσκέω']
ἀσκεῖτε,['ἀσκέω']
ἀσκητοῦ,['ἀσκητός']
ἀσκοῦσι,['ἀσκέω']
ἀσμένη,['ἄσμενος']
ἀσμένως,['ἄσμενος']
ἀσπάζοντο,['ἀσπάζω']
ἀσπίδος,['ἀσπίς']
ἀσπίσι,['ἀσπίς']
ἀσπαῖρόν,"['  ', 'ἀσπαίρω']"
ἀσσοτέρα,['ἆσσον']
ἀσταί,['ἀστή']
ἀσταῖς,['ἀστή']
ἀστεία,['ἀστεῖος']
ἀστεῖον,['ἀστεῖος']
ἀστεῖός,['ἀστεῖος']
ἀστοῖς,['ἀστός']
ἀστράτευτον,['ἀστράτευτος']
ἀστραγάλοις,['ἀστράγαλος']
ἀστυγείτονας,['ἀστυγείτων']
ἀστυγειτόνων,['ἀστυγείτων']
ἀστὴ,['ἀστή']
ἀστὴν,['ἀστή']
ἀστὸς,['ἀστός']
ἀστῆς,['ἀστή']
ἀστῶν,['ἀστή']
ἀσυμπαθέσι,['ἀσυμπαθής']
ἀσυνδήλους,['ἀσύνδηλος']
ἀσυνθέτων,['ἀσύνθετος']
ἀσφάλτου,['ἄσφαλτον']
ἀσφάλτῳ,['ἄσφαλτος']
ἀσφαλέστατα,['ἀσφαλής']
ἀσφαλέστατον,['ἀσφαλής']
ἀσφαλίζονται,['ἀσφαλίζω']
ἀσφαλίσηται,['ἀσφαλίζω']
ἀσφαλισάμενοι,['ἀσφαλίζω']
ἀσφαλισάμενος,['ἀσφαλίζω']
ἀσφαλὲς,['ἀσφαλής']
ἀσφαλῶς,['ἀσφαλής']
ἀσχολίας,['ἀσχολία']
ἀτάκτως,['ἄτακτος']
ἀτέχνως,['ἄτεχνος']
ἀτίμοις,['ἄτιμος']
ἀτειχίστους,['ἀτείχιστος']
ἀτελέες,['ἀτελής']
ἀτελείας,['ἀτέλεια']
ἀτελείην,['ἀτέλειος']
ἀτελοῦς,['ἀτελής']
ἀτερπέστατον,['ἀτερπής']
ἀτιμίαν,['ἀτιμία']
ἀτιμοτέραν,['ἄτιμος']
ἀτιμοῦν,['ἀτιμόω']
ἀτιμοῦνταί,['ἀτιμόω']
ἀτιμώσειεν,['ἀτιμόω']
ἀτιμώσετε,['ἀτιμόω']
ἀτιμῶν,['ἀτιμάω']
ἀτονώτερον,['ἄτονος']
ἀτονώτερος,['ἄτονος']
ἀτοξεύτους,['ἀτόξευτος']
ἀτοπωτάτων,['ἄτοπος']
ἀτοπώτερον,['ἄτοπος']
ἀτρέμα,['ἀτρέμας']
ἀτρεκέως,['ἀτρεκής']
ἀτρεμίζοντα,"['  ', 'ἀτρεμίζω']"
ἀτρεμίζουσαν,['ἀτρεμίζω']
ἀτρώτοις,['ἄτρωτος']
ἀττικίζουσι,['ἀττικίζω']
ἀττικιζόντων,['ἀττικίζω']
ἀτυχίαν,['ἀτυχία']
ἀτυχηθέντων,['ἀτυχέω']
ἀτόνως,['ἄτονος']
ἀτόπως,['ἄτοπος']
ἀφ,['ἀπό']
ἀφάλλεσθαι,['ἀφάλλομαι']
ἀφέλῃ,['ἀφαιρέω']
ἀφέλῃς,['ἀφαιρέω']
ἀφέντα,['ἀφίημι']
ἀφέντος,['ἀφίημι']
ἀφέσεις,['ἄφεσις']
ἀφήσουσιν,['ἀφίημι']
ἀφίκοντο,['ἀφικνέομαι']
ἀφίξεως,['ἄφιξις']
ἀφίσταντο,['ἀφίστημι']
ἀφίστασθαί,['ἀφίστημι']
ἀφίστασθαι,['ἀφίστημι']
ἀφίσταται,['ἀφίστημι']
ἀφίστατο,['ἀφίστημι']
ἀφαίρεσιν,['ἀφαίρεσις']
ἀφαιρέσεις,['ἀφαίρεσις']
ἀφαιρετέοντα,['ἀφαιρετέω']
ἀφαιρεῖσθαι,['ἀφαιρέω']
ἀφαιρουμένου,['ἀφαιρέω']
ἀφαιρούμενόν,['ἀφαιρέω']
ἀφανεῖς,['ἀφανής']
ἀφανῶς,['ἀφανής']
ἀφείλετο,['ἀφαιρέω']
ἀφεθήσεσθαι,['ἀφίημι']
ἀφειδέως,['ἀφειδής']
ἀφειδῶς,['ἀφειδής']
ἀφειστήκει,['ἀφίστημι']
ἀφελέσθαι,['ἀφαιρέω']
ἀφελόμενοι,['ἀφαιρέω']
ἀφελών,['ἀφαιρέω']
ἀφελὼν,['ἀφαιρέω']
ἀφελῆ,['ἀφελής']
ἀφελῶν,['ἀφελής']
ἀφεμένους,['ἀφίημι']
ἀφεστάναι,['ἀφίστημι']
ἀφεστηκέναι,['ἀφίστημι']
ἀφεστηκυῖαν,['ἀφίστημι']
ἀφεστηκόσιν,['ἀφίστημι']
ἀφεστηκότος,['ἀφίστημι']
ἀφεστηκότων,['ἀφίστημι']
ἀφεστώτων,['ἀφίστημι']
ἀφεστᾶσι,['ἀφίστημι']
ἀφεστῶσα,['ἀφίστημι']
ἀφεστῶσι,['ἀφίστημι']
ἀφεστῶτα,['ἀφίστημι']
ἀφεστῶτας,['ἀφίστημι']
ἀφεστῶτες,['ἀφίστημι']
ἀφεῖλε,['ἀφαιρέω']
ἀφεῖναι,['ἀφίημι']
ἀφεῖνται,['ἀφίημι']
ἀφεῖσα,['ἀφίημι']
ἀφεῖσθαι,['ἀφίημι']
ἀφηγήσασθαι,['ἀφηγέομαι']
ἀφηγήσει,['ἀφήγησις']
ἀφηγήσομαι,['ἀφηγέομαι']
ἀφηγησαμένου,['ἀφηγέομαι']
ἀφηγούμενος,['ἀφηγέομαι']
ἀφηγοῦμαι,['ἀφηγέομαι']
ἀφημερεύοντας,['ἀφημερεύω']
ἀφηνιασμοῖς,['ἀφηνιασμός']
ἀφιγμένης,['ἀφικνέομαι']
ἀφιγμένοι,['ἀφικνέομαι']
ἀφιγμένος,['ἀφικνέομαι']
ἀφιεὶς,['ἀφίημι']
ἀφικέσθαι,['ἀφικνέομαι']
ἀφικνεῖται,['ἀφικνέομαι']
ἀφικνοῦμαι,['ἀφικνέομαι']
ἀφικόμενα,['ἀφικνέομαι']
ἀφικόμενος,['ἀφικνέομαι']
ἀφιλονίκως,['ἀφιλόνεικος']
ἀφιλοσοφώτερον,['ἀφιλόσοφος']
ἀφιλοτιμοτάτους,['ἀφιλότιμος']
ἀφιστάμεναι,['ἀφίστημι']
ἀφιστάνειν,['ἀφίστημι']
ἀφιστᾶσι,['ἀφίστημι']
ἀφιστῶνται,['ἀφίστημι']
ἀφιῆτε,['ἀφίημι']
ἀφοβήσεταί,['ἀφοβέω     ']
ἀφοβίαν,['ἀφοβία']
ἀφοβίας,['ἀφοβία']
ἀφορμήσασαν,['ἀφορμάω']
ἀφορμὰς,['ἀφορμή']
ἀφορμῶν,['ἀφορμή']
ἀφορῶσιν,['ἀφοράω']
ἀφοσιουμένων,['ἀφοσιόω']
ἀφοσιωσάμενος,['ἀφοσιόω']
ἀφοσιώσασθαι,['ἀφοσιόω']
ἀφροδίσια,['ἀφροδίσιος']
ἀφροδισίαζε,['ἀφροδισιάζω']
ἀφροντιστητέον,['ἀφροντιστητέος']
ἀφρούρητον,['ἀφρούρητος']
ἀφρόνως,['ἄφρων']
ἀφυέστατος,['ἀφυής']
ἀφυής,['ἀφυής']
ἀφυλάκτως,['ἀφύλακτος']
ἀφόβως,['ἄφοβος']
ἀφύαι,['ἀφύη']
ἀφύλακτον,['ἀφύλακτος']
ἀφῆκε,"['ἀφήκω', 'ἀφίημι']"
ἀφῆκεν,['ἀφήκω']
ἀφῖχθαι,['ἀφικνέομαι']
ἀχάρι,['ἄχαρις']
ἀχάριτα,['ἀχάριτος']
ἀχθέσῃ,['ἄχθομαι']
ἀχθεσθέντες,['ἄχθομαι']
ἀχθεσθείης,['ἄχθομαι']
ἀχθεσθεὶς,['ἄχθομαι']
ἀχθεὶς,['ἄγω']
ἀχθοίμην,['ἄχθομαι']
ἀχθομένοις,['ἄχθομαι']
ἀχθομένου,['ἄχθομαι']
ἀχθόμεναι,['ἄχθομαι']
ἀχθόμενοι,['ἄχθομαι']
ἀχθῆναι,['ἄγω']
ἀχρήστου,['ἄχρηστος']
ἀχρήστους,['ἄχρηστος']
ἀχρήστων,['ἄχρηστος']
ἀχρηίου,['ἀχρεῖος']
ἀχρηίῳ,['ἀχρεῖος']
ἀχύρων,['ἄχυρος']
ἀψευδὲς,['ἀψευδής']
ἀψευστεῖν,['ἀψευστέω']
ἀψύχοις,['ἄψυχος']
ἀωρὶ,['ἀωρί']
ἀόπλους,['ἄοπλος']
ἀώρους,['ἄωρος']
ἁ,['ὁ']
ἁγητῆρες,['ἁγητήρ']
ἁγισμούς,['ἁγισμός']
ἁγισμοὺς,['ἁγισμός']
ἁγιστευόμενος,['ἁγιστεύω']
ἁγιστεύοντες,['ἁγιστεύω']
ἁγιωτάτῳ,['ἅγιος']
ἁγνεύουσι,['ἁγνεύω']
ἁγὼ,['ἐγώ']
ἁδειᾶν,['ἡδύς']
ἁδρός,['ἁδρός']
ἁδρύνεταί,['ἁδρύνω']
ἁθροίζειν,['ἁθροίζω']
ἁθροίζω,['ἁθροίζω']
ἁθροίσαντες,['ἁθροίζω']
ἁθροίσαντος,['ἁθροίζω']
ἁθροίσας,['ἁθροίζω']
ἁθροιζομένων,['ἁθροίζω']
ἁθροισθέντες,['ἁθροίζω']
ἁθροισθέντων,['ἁθροίζω']
ἁθροισθῆναι,['ἁθροίζω']
ἁθρόαι,['ἁθρόος']
ἁθρόοι,['ἁθρόος']
ἁθρόους,['ἁθρόος']
ἁλέας,['ἁλέα']
ἁλέσι,['ἁλής']
ἁλίην,['ἁλίη']
ἁλίσας,['ἁλίζω']
ἁλίσκηται,['ἁλίσκομαι']
ἁλίᾳ,['ἁλία']
ἁλιέων,['ἁλιεύς']
ἁλισθεῖεν,['ἁλίζω']
ἁλισθῆναι,['ἁλίζω']
ἁλουργεῖς,['ἁλουργής']
ἁλουργῶν,['ἁλουργός']
ἁλουργῷ,['ἁλουργός']
ἁλούσης,['ἁλίσκομαι']
ἁλοὺς,['ἁλίσκομαι']
ἁλόντες,['ἁλίσκομαι']
ἁλόντων,['ἁλίσκομαι']
ἁλώσεαι,['ἁλίσκομαι']
ἁλώσεως,['ἅλωσις']
ἁλῆ,['ἁλίσκομαι']
ἁλῷ,['ἁλίσκομαι']
ἁμάξας,['ἅμαξα']
ἁμάξης,['ἅμαξα']
ἁμάξῃ,['ἅμαξα']
ἁμάρτω,['ἁμαρτάνω']
ἁμάρτῃ,['ἁμαρτάνω']
ἁμέων,['ἐμός']
ἁμίλλαις,['ἅμιλλα']
ἁμίλλας,['ἅμιλλα']
ἁμίλλης,['ἅμιλλα']
ἁμαξιαίους,['ἁμαξιαῖος']
ἁμαξῶν,['ἅμαξα']
ἁμαρτάνει,['ἁμαρτάνω']
ἁμαρτάνειν,['ἁμαρτάνω']
ἁμαρτήμασι,['ἁμάρτημα']
ἁμαρτίαν,['ἁμαρτία']
ἁμαρτανομένων,['ἁμαρτάνω']
ἁμαρτεῖν,['ἁμαρτάνω']
ἁμαρτόντα,['ἁμαρτάνω']
ἁμαρτὰς,['ἁμαρτάς']
ἁμιλληθέντα,['ἁμιλλάω']
ἁμωσγέπως,['ἐμός']
ἁμῶς,['ἐμός']
